,Brand,Model,CPU,GPU,RAM_GB,Storage_Type,Storage_GB,Touchscreen,Weight_kg,Screen_Size_inch,Discount_percent,Price_SGD,Brand_Discount,Member_Discount
554,HP,Pavilion 15,Intel i7-14700H,NVIDIA RTX 4060,32,SSD,512,TRUE,3.39,17.3,4.64,2497.20,90,124.86
555,HP,Omen 15,Intel Core Ultra 7 15500H,Intel Arc A750M,64,SSD,1024,FALSE,2.19,15.6,6.98,1884.40,90,94.22
556,HP,Pavilion 15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,32,SSD,256,FALSE,1.17,13.3,5.39,1951.60,90,136.61
557,HP,Envy 13,Intel i9-14900HK,NVIDIA RTX 4070,64,SSD,256,TRUE,2.97,17.3,5.27,3327.60,90,232.93
558,HP,Spectre x360,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,8,SSD,256,TRUE,1.51,15.6,6.8,2879.60,90,201.57
559,HP,Envy 13,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,16,SSD,2048,FALSE,1.39,14,6.71,2372.81,90,166.1
560,HP,Spectre x360,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,128,SSD,1024,FALSE,1.15,13.3,5.34,3246.40,90,194.78
561,HP,Spectre x360,Intel i5-14500H,Intel Iris Xe,16,SSD,4096,FALSE,2.5,15.6,2.55,1907.60,90,133.53
562,HP,Omen 15,Intel i7-14700H,NVIDIA RTX 4070,64,SSD,256,FALSE,1.16,13.3,3.83,2957.60,90,177.46
563,HP,Omen 15,Intel i7-14800H,NVIDIA RTX 4070,64,SSD,256,FALSE,2.13,16,6.99,2907.60,90,145.38
564,HP,Pavilion 15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,128,SSD,512,FALSE,1.12,14,5.42,2495.20,90,149.71
565,HP,Pavilion 15,Intel Core Ultra 9 15700H,Intel Arc A750M,128,SSD,2048,FALSE,3.11,17.3,3.2,2498.80,90,124.94
566,HP,EliteBook 840,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,128,SSD,4096,TRUE,2.12,16,3.49,3623.60,90,253.65
567,HP,Pavilion 15,Intel i7-14800H,NVIDIA RTX 4070,32,SSD,256,TRUE,3.18,17.3,4.26,2771.60,90,166.3
568,HP,Pavilion 15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,8,SSD,1024,TRUE,2.27,15.6,3.79,2356.40,90,117.82
569,HP,Omen 15,Intel i7-14800H,NVIDIA RTX 4080,128,SSD,256,TRUE,1.22,14,3.49,3989.60,90,239.38
570,HP,Omen 15,Intel i5-14500H,Intel Iris Xe,8,SSD,2048,TRUE,2.29,15.6,3.53,1758.80,90,105.53
571,HP,Omen 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,8,SSD,256,FALSE,3.36,18.4,2.22,3159.60,90,157.98
572,HP,Spectre x360,Intel i7-14700H,NVIDIA RTX 4070,16,SSD,256,TRUE,1.64,15.6,3.8,2643.60,90,185.05
573,HP,Spectre x360,Intel i5-14600H,Intel Iris Xe,8,SSD,256,FALSE,1.05,14,3.95,1509.60,90,105.67
574,HP,Envy 13,AMD Ryzen 5 8600H,NVIDIA RTX 4050,32,SSD,512,FALSE,2.16,15.6,3.64,1927.20,90,134.9
575,HP,Envy 13,Intel i9-14900HK,NVIDIA RTX 4070,8,SSD,4096,FALSE,3.47,18.4,2.81,3143.60,90,188.62
576,HP,Omen 15,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,128,SSD,256,TRUE,2.74,17.3,5.69,2939.60,90,176.38
577,HP,Pavilion 15,AMD Ryzen 5 8600H,NVIDIA RTX 3050,32,SSD,2048,FALSE,2.22,16,2.04,1830.80,90,128.16
578,HP,Pavilion 15,Intel i7-14800H,NVIDIA RTX 4060,128,SSD,4096,FALSE,3.08,17.3,2.07,3503.60,90,175.18
579,HP,EliteBook 840,Intel i9-14900HK,NVIDIA RTX 4070,128,SSD,2048,FALSE,2.55,17.3,4.32,3898.80,90,272.92
580,HP,Envy 13,AMD Ryzen 7 8800H,NVIDIA RTX 4060,128,SSD,1024,FALSE,3.05,17.3,3.35,3196.40,90,159.82
581,HP,Omen 15,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,32,SSD,4096,FALSE,1.17,13.3,6.53,2785.60,90,194.99
582,HP,Spectre x360,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,64,SSD,1024,TRUE,3.14,18.4,5.6,3404.40,90,204.26
583,HP,Omen 15,Intel i5-14500H,Intel Iris Xe,8,SSD,4096,TRUE,1.26,13.3,4.08,2013.61,90,100.68
584,HP,Omen 15,Intel i5-14500H,NVIDIA RTX 4050,128,SSD,256,TRUE,1.57,15.6,6.69,2789.60,90,195.27
585,HP,Envy 13,Intel i7-14700H,NVIDIA RTX 4060,32,SSD,2048,TRUE,1.65,16,6.99,2650.80,90,132.54
586,HP,Pavilion 15,Intel i7-14700H,NVIDIA RTX 4070,8,SSD,256,TRUE,2.99,17.3,5.8,2579.60,90,154.78
587,HP,Envy 13,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,128,SSD,512,TRUE,1.49,14,5.74,2935.20,90,205.46
588,HP,Envy 13,Intel i7-14700H,NVIDIA RTX 4070,16,SSD,4096,TRUE,3.03,18.4,2.72,3027.60,90,151.38
589,HP,Envy 13,Intel i7-14800H,NVIDIA RTX 4070,16,SSD,256,TRUE,1.87,15.6,5.7,2643.59,90,132.18
590,HP,Pavilion 15,AMD Ryzen 7 8800H,AMD Radeon 780M,8,SSD,4096,FALSE,3.07,18.4,5.03,2293.60,90,160.55
591,HP,Spectre x360,Intel i9-14900HK,NVIDIA RTX 4070,128,SSD,2048,FALSE,2.7,18.4,4.98,3898.80,90,233.93
592,HP,Envy 13,AMD Ryzen 7 8800H,NVIDIA RTX 4060,16,SSD,4096,TRUE,3.36,18.4,5.19,2727.60,90,190.93
593,HP,Omen 15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,64,SSD,512,TRUE,3.31,18.4,3.29,3153.20,90,220.72
594,HP,EliteBook 840,Intel i7-14800H,NVIDIA RTX 4080,64,SSD,4096,TRUE,3.32,17.3,2.86,3811.60,90,190.58
595,HP,Spectre x360,AMD Ryzen 7 8800H,AMD Radeon 780M,8,SSD,2048,FALSE,2.36,15.6,5.35,2088.80,90,125.33
596,HP,Envy 13,Intel i5-14500H,NVIDIA RTX 3050,128,SSD,2048,TRUE,1.87,15.6,6.11,2718.80,90,135.94
597,HP,Spectre x360,Intel i7-14700H,NVIDIA RTX 4060,64,SSD,1024,TRUE,2.89,17.3,6.71,2804.39,90,140.22
598,HP,Omen 15,AMD Ryzen 9 8900HX,AMD Radeon 780M,8,SSD,1024,FALSE,2.14,16,5.44,2286.40,90,114.32
599,HP,Pavilion 15,AMD Ryzen 9 8900HX,AMD Radeon 780M,32,SSD,512,TRUE,1.64,16,3.07,2547.20,90,178.3
600,HP,Spectre x360,Intel i5-14600H,NVIDIA RTX 4050,8,SSD,256,FALSE,1.32,14,2.18,1679.60,90,100.78
601,HP,EliteBook 840,Intel i5-14600H,Intel Iris Xe,64,SSD,2048,FALSE,3.45,18.4,6.4,2086.79,90,146.08
602,HP,Omen 15,AMD Ryzen 5 8600H,AMD Radeon 680M,8,SSD,256,TRUE,1.93,16,4.32,1579.60,90,78.98
603,HP,Spectre x360,Intel i7-14700H,NVIDIA RTX 4060,8,SSD,1024,FALSE,1.26,14,5.44,2286.40,90,160.05
604,HP,Omen 15,Intel i9-14900HK,NVIDIA RTX 4070,128,SSD,2048,FALSE,1.01,13.3,3.06,3948.80,90,276.42
605,HP,Omen 15,Intel i5-14500H,NVIDIA RTX 3050,128,SSD,1024,TRUE,2.57,17.3,4.59,2616.40,90,183.15
606,HP,EliteBook 840,Intel i5-14600H,Intel Iris Xe,128,SSD,512,TRUE,1.84,16,4.38,2565.20,90,128.26
607,HP,EliteBook 840,Intel i5-14500H,NVIDIA RTX 4050,8,SSD,2048,TRUE,1.54,15.6,4.81,2008.80,90,140.62
608,HP,Pavilion 15,Intel i9-14900HK,NVIDIA RTX 4070,16,SSD,4096,FALSE,3.09,18.4,4.82,3207.60,90,224.53
609,HP,Spectre x360,AMD Ryzen 7 8800H,NVIDIA RTX 4060,128,SSD,2048,TRUE,2.87,17.3,4.74,3418.80,90,205.13
610,HP,Envy 13,Intel i5-14600H,Intel Iris Xe,64,SSD,256,TRUE,1.08,13.3,6.15,2077.60,90,145.43
611,HP,EliteBook 840,Intel i5-14500H,Intel Iris Xe,128,SSD,4096,FALSE,1.38,14,4.83,2773.61,90,166.42
612,HP,Omen 15,Intel i9-14900HK,NVIDIA RTX 4080,128,SSD,256,FALSE,1.78,16,2.49,4119.60,90,288.37
613,HP,Pavilion 15,Intel i7-14700H,NVIDIA RTX 4060,64,SSD,512,FALSE,3.09,17.3,5.06,2633.20,90,131.66
614,HP,Pavilion 15,Intel i9-14900HK,NVIDIA RTX 4070,128,SSD,1024,FALSE,1.43,13.3,5.69,3766.40,90,263.65
615,HP,Omen 15,Intel Core Ultra 7 15500H,Intel Arc A750M,32,SSD,512,TRUE,2.57,18.4,6.92,1697.20,90,118.8
616,HP,Envy 13,Intel i9-14900HK,NVIDIA RTX 4080,32,SSD,512,TRUE,2.34,15.6,5.63,3497.20,90,244.8
617,HP,Omen 15,AMD Ryzen 5 8600H,AMD Radeon 680M,16,SSD,4096,TRUE,1.31,13.3,6.57,1997.60,90,139.83
618,HP,Pavilion 15,Intel i5-14500H,Intel Iris Xe,32,SSD,4096,TRUE,2.64,17.3,5.67,2155.60,90,107.78
619,HP,Pavilion 15,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,32,SSD,512,TRUE,1.22,13.3,6.93,3147.20,90,220.3
620,HP,EliteBook 840,Intel i5-14600H,NVIDIA RTX 4050,64,SSD,4096,FALSE,1.44,13.3,2.86,2511.60,90,150.7
621,HP,Envy 13,Intel Core Ultra 7 15500H,Intel Arc A750M,64,SSD,256,FALSE,2.99,17.3,5.34,1807.60,90,108.46
622,HP,Pavilion 15,Intel i5-14600H,NVIDIA RTX 3050,128,SSD,4096,FALSE,2.51,17.3,4.89,2803.60,90,140.18
623,HP,Spectre x360,Intel i7-14800H,NVIDIA RTX 4080,16,SSD,256,FALSE,3.08,17.3,2.81,2923.60,90,204.65
624,HP,Spectre x360,Intel i5-14500H,NVIDIA RTX 3050,64,SSD,2048,FALSE,3.35,18.4,2.13,2086.80,90,146.08
625,HP,Pavilion 15,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,8,SSD,4096,TRUE,1.25,13.3,6.39,2713.60,90,189.95
626,HP,Pavilion 15,AMD Ryzen 7 8800H,NVIDIA RTX 4060,64,SSD,1024,TRUE,3,18.4,3.21,2804.40,90,140.22
627,HP,Omen 15,Intel Core Ultra 9 15700H,Intel Arc A750M,16,SSD,512,TRUE,2.83,18.4,2.31,1569.20,90,78.46
628,HP,Spectre x360,Intel i7-14800H,NVIDIA RTX 4070,32,SSD,4096,FALSE,2.81,17.3,5.1,3035.60,90,151.78
629,HP,Envy 13,Intel i7-14800H,NVIDIA RTX 4080,128,SSD,256,TRUE,3.18,17.3,5.92,3939.60,90,236.38
630,HP,Pavilion 15,Intel i9-14900HK,NVIDIA RTX 4070,128,SSD,1024,FALSE,1.07,13.3,6.78,3846.40,90,192.32
631,HP,Pavilion 15,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,128,SSD,256,FALSE,1.12,14,2.5,3569.60,90,214.18
632,HP,Envy 13,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,128,SSD,1024,FALSE,1.01,14,6.67,3846.41,90,192.32
633,HP,Envy 13,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,32,SSD,4096,FALSE,1.26,13.3,5.2,3185.60,90,222.99
634,HP,Omen 15,AMD Ryzen 7 8800H,NVIDIA RTX 4060,128,SSD,512,FALSE,2.84,17.3,5.09,3145.20,90,220.16
635,HP,Spectre x360,Intel i5-14600H,NVIDIA RTX 3050,32,SSD,2048,FALSE,1.25,13.3,4.25,1880.80,90,112.85
636,HP,EliteBook 840,AMD Ryzen 7 8800H,NVIDIA RTX 4060,64,SSD,256,TRUE,3.28,17.3,3.22,2727.60,90,163.66
637,HP,Omen 15,Intel i5-14600H,NVIDIA RTX 4050,8,SSD,256,TRUE,2.24,15.6,3.87,1829.60,90,91.48
638,HP,Omen 15,Intel i5-14600H,NVIDIA RTX 3050,16,SSD,2048,FALSE,3.46,18.4,6.88,1702.80,90,85.14
639,HP,Envy 13,Intel i5-14500H,Intel Iris Xe,16,SSD,256,FALSE,2.44,16,4.29,1523.60,90,106.65
640,HP,EliteBook 840,Intel Core Ultra 7 15500H,Intel Arc A750M,128,SSD,2048,TRUE,1.19,14,3.33,2668.80,90,133.44
641,HP,Omen 15,Intel i5-14500H,NVIDIA RTX 4050,128,SSD,256,FALSE,1.05,13.3,6.34,2719.60,90,163.18
642,HP,Envy 13,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,64,SSD,1024,FALSE,1.77,16,6.93,2384.40,90,166.91
643,HP,EliteBook 840,Intel Core Ultra 7 15500H,Intel Arc A750M,128,SSD,512,TRUE,2.07,16,5.2,2465.20,90,172.56
644,HP,Pavilion 15,Intel Core Ultra 7 15500H,Intel Arc A750M,8,SSD,512,TRUE,2.44,15.6,6.7,1505.20,90,75.26
645,HP,EliteBook 840,Intel i9-14900HK,NVIDIA RTX 4080,16,SSD,512,TRUE,3.1,18.4,5.23,3369.20,90,202.15
646,HP,Spectre x360,AMD Ryzen 5 8600H,AMD Radeon 680M,8,SSD,1024,TRUE,2.77,18.4,6.28,1656.40,90,99.38
647,HP,Omen 15,AMD Ryzen 5 8600H,NVIDIA RTX 4050,64,SSD,1024,TRUE,3.11,17.3,5.12,2354.40,90,117.72
648,HP,Omen 15,AMD Ryzen 7 8800H,NVIDIA RTX 4060,32,SSD,256,TRUE,2.19,16,5.8,2471.60,90,148.3
649,HP,Omen 15,Intel i7-14700H,NVIDIA RTX 4060,128,SSD,256,FALSE,1.27,13.3,4.35,3169.60,90,221.87
650,HP,EliteBook 840,Intel i7-14700H,NVIDIA RTX 4060,16,SSD,1024,FALSE,1.32,13.3,3.03,2270.40,90,113.52
651,HP,Envy 13,Intel i9-14900HK,NVIDIA RTX 4070,128,SSD,2048,FALSE,2.05,15.6,2.29,3898.80,90,272.92
652,Lenovo,Legion 5,Intel i7-14800H,NVIDIA RTX 4060,32,SSD,1024,TRUE,1.14,14,2.68,2598.40,110,129.92
653,Lenovo,Yoga Slim 7,Intel i5-14600H,Intel Iris Xe,32,SSD,2048,FALSE,1.65,16,2.54,1830.80,110,91.54
654,Lenovo,ThinkBook 14s,Intel Core Ultra 7 15500H,Intel Arc A750M,16,SSD,512,FALSE,3.35,18.4,6.8,1449.20,110,101.44
655,Lenovo,ThinkBook 14s,Intel i5-14600H,Intel Iris Xe,32,SSD,2048,TRUE,1.04,14,4.23,2000.80,110,120.05
656,Lenovo,Legion 5,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,8,SSD,2048,TRUE,2.18,15.6,6.56,2458.80,110,147.53
657,Lenovo,Legion 5,Intel Core Ultra 7 15500H,Intel Arc A750M,128,SSD,256,TRUE,2.07,16,3.41,2439.60,110,170.77
658,Lenovo,Legion 5,Intel i7-14800H,NVIDIA RTX 4080,64,SSD,1024,FALSE,1.23,13.3,6.46,3434.40,110,171.72
659,Lenovo,ThinkBook 14s,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,32,SSD,512,FALSE,2.25,16,5.6,2377.20,110,142.63
660,Lenovo,ThinkBook 14s,Intel i5-14600H,NVIDIA RTX 4050,16,SSD,512,TRUE,2.26,15.6,4.1,1919.20,110,134.34
661,Lenovo,IdeaPad 5,Intel Core Ultra 7 15500H,Intel Arc A750M,128,SSD,256,FALSE,2.09,15.6,4.63,2319.60,110,115.98
662,Lenovo,IdeaPad 5,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,128,SSD,2048,FALSE,2.97,18.4,3.87,3698.80,110,258.92
663,Lenovo,Legion 5,Intel i7-14800H,NVIDIA RTX 4080,64,SSD,2048,TRUE,3.32,17.3,3.14,3606.80,110,216.41
664,Lenovo,Yoga Slim 7,Intel i7-14800H,NVIDIA RTX 4080,128,SSD,256,TRUE,2.25,15.6,4.09,3939.60,110,236.38
665,Lenovo,ThinkBook 14s,AMD Ryzen 5 8600H,NVIDIA RTX 4050,32,SSD,2048,FALSE,2.12,16,4.01,2080.80,110,145.66
666,Lenovo,Yoga Slim 7,Intel i7-14800H,NVIDIA RTX 4060,64,SSD,256,TRUE,2.99,18.4,3.62,2727.60,110,163.66
667,Lenovo,Yoga Slim 7,AMD Ryzen 7 8800H,NVIDIA RTX 4060,8,SSD,4096,FALSE,2.46,16,4.78,2543.60,110,127.18
668,Lenovo,ThinkBook 14s,Intel i5-14600H,Intel Iris Xe,8,SSD,2048,FALSE,2.6,18.4,3.07,1638.80,110,81.94
669,Lenovo,Yoga Slim 7,Intel Core Ultra 7 15500H,Intel Arc A750M,64,SSD,2048,TRUE,1.21,13.3,2.4,2156.80,110,129.41
670,Lenovo,IdeaPad 5,Intel i5-14600H,Intel Iris Xe,128,SSD,1024,FALSE,1.16,13.3,5.04,2546.40,110,178.25
671,Lenovo,ThinkPad X1 Carbon,Intel Core Ultra 9 15700H,Intel Arc A750M,64,SSD,4096,FALSE,1.9,16,2.54,2191.60,110,131.5
672,Lenovo,ThinkPad X1 Carbon,Intel i9-14900HK,NVIDIA RTX 4080,16,SSD,256,FALSE,2.98,17.3,6.74,3223.60,110,225.65
673,Lenovo,ThinkPad X1 Carbon,AMD Ryzen 5 8600H,NVIDIA RTX 4050,16,SSD,256,FALSE,2.73,18.4,6.88,1773.60,110,124.15
674,Lenovo,ThinkPad X1 Carbon,AMD Ryzen 7 8800H,NVIDIA RTX 4070,8,SSD,1024,TRUE,2.7,17.3,4.82,2656.40,110,132.82
675,Lenovo,ThinkPad X1 Carbon,Intel i5-14500H,Intel Iris Xe,8,SSD,256,FALSE,1.03,14,6.56,1509.60,110,105.67
676,Lenovo,IdeaPad 5,Intel i9-14900HK,NVIDIA RTX 4070,32,SSD,512,FALSE,2.1,16,4.56,2977.20,110,178.63
677,Lenovo,ThinkPad X1 Carbon,AMD Ryzen 9 8900HX,AMD Radeon 780M,64,SSD,4096,TRUE,2.66,17.3,3.75,3161.60,110,158.08
678,Lenovo,Legion 5,AMD Ryzen 9 8900HX,AMD Radeon 780M,32,SSD,2048,FALSE,2.22,16,5.55,2580.80,110,154.85
679,Lenovo,ThinkPad X1 Carbon,Intel i9-14900HK,NVIDIA RTX 4080,16,SSD,1024,FALSE,1.03,13.3,4.79,3350.40,110,201.02
680,Lenovo,ThinkBook 14s,Intel Core Ultra 9 15700H,Intel Arc A750M,32,SSD,1024,TRUE,2.31,15.6,3.02,1748.40,110,104.9
681,Lenovo,IdeaPad 5,Intel Core Ultra 9 15700H,NVIDIA RTX 4080,16,SSD,1024,TRUE,1.31,13.3,6.92,2790.40,110,195.33
682,Lenovo,Legion 5,Intel i5-14600H,Intel Iris Xe,32,SSD,2048,FALSE,1.47,13.3,3.03,1800.80,110,90.04
683,Lenovo,Yoga Slim 7,AMD Ryzen 5 8600H,NVIDIA RTX 3050,8,SSD,512,FALSE,1.9,16,3.04,1485.20,110,89.11
684,Lenovo,Yoga Slim 7,Intel i5-14600H,NVIDIA RTX 3050,32,SSD,256,FALSE,2.31,16,5.57,1651.60,110,99.1
685,Lenovo,ThinkBook 14s,Intel i7-14800H,NVIDIA RTX 4070,128,SSD,512,TRUE,1.82,16,5.01,3565.20,110,249.56
686,Lenovo,Yoga Slim 7,Intel i7-14700H,NVIDIA RTX 4070,64,SSD,512,FALSE,2.11,16,6.11,2933.20,110,175.99
687,Lenovo,ThinkPad X1 Carbon,Intel Core Ultra 9 15700H,Intel Arc A750M,64,SSD,256,TRUE,3.45,17.3,2.5,1927.60,110,96.38
688,Lenovo,Legion 5,Intel Core Ultra 7 15500H,Intel Arc A750M,128,SSD,2048,FALSE,1.51,16,2.84,2498.80,110,124.94
689,Lenovo,ThinkPad X1 Carbon,Intel Core Ultra 7 15500H,NVIDIA RTX 4060,64,SSD,4096,FALSE,1.91,16,6.8,2691.60,110,188.41
690,Lenovo,IdeaPad 5,Intel i9-14900HK,NVIDIA RTX 4080,16,SSD,1024,FALSE,1.44,14,5.42,3270.40,110,163.52
691,Lenovo,IdeaPad 5,AMD Ryzen 7 8800H,NVIDIA RTX 4070,32,SSD,1024,TRUE,3.13,18.4,3.74,2848.40,110,170.9
692,Lenovo,ThinkBook 14s,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,32,SSD,4096,FALSE,2.98,18.4,2.34,2735.60,110,136.78
693,Lenovo,ThinkPad X1 Carbon,Intel i5-14500H,NVIDIA RTX 4050,128,SSD,256,TRUE,2.16,15.6,6.94,2789.60,110,167.38
694,Lenovo,Yoga Slim 7,Intel i5-14500H,Intel Iris Xe,16,SSD,512,FALSE,2.47,15.6,2.85,1549.20,110,77.46
695,Lenovo,Legion 5,Intel i7-14700H,NVIDIA RTX 4060,64,SSD,512,FALSE,1.57,15.6,2.45,2633.20,110,184.32
696,Lenovo,IdeaPad 5,Intel i5-14600H,NVIDIA RTX 4050,32,SSD,2048,FALSE,1.34,13.3,6.92,2050.80,110,123.05
697,Lenovo,IdeaPad 5,Intel i7-14700H,NVIDIA RTX 4070,64,SSD,2048,TRUE,3.15,18.4,4.83,3206.80,110,192.41
698,Lenovo,Legion 5,Intel i7-14700H,NVIDIA RTX 4070,128,SSD,512,TRUE,1.1,14,3.32,3615.20,110,216.91
699,Lenovo,Legion 5,Intel i7-14800H,NVIDIA RTX 4060,128,SSD,512,FALSE,3.24,18.4,4.76,3145.20,110,220.16
700,Lenovo,IdeaPad 5,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,16,SSD,1024,FALSE,3.39,17.3,2.76,3300.40,110,165.02
701,Lenovo,ThinkBook 14s,Intel i5-14600H,NVIDIA RTX 4050,32,SSD,512,FALSE,1.13,14,6.56,1977.20,110,138.4
702,Lenovo,Legion 5,AMD Ryzen 5 8600H,NVIDIA RTX 4050,16,SSD,4096,TRUE,1.86,15.6,4.33,2277.60,110,136.66
703,Lenovo,ThinkPad X1 Carbon,Intel i9-14900HK,NVIDIA RTX 4070,8,SSD,512,FALSE,1.69,16,4.92,2785.20,110,167.11
704,Lenovo,ThinkPad X1 Carbon,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,8,SSD,1024,TRUE,3.33,18.4,6.87,2956.41,110,147.82
705,Lenovo,ThinkPad X1 Carbon,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,32,SSD,4096,TRUE,1.24,13.3,6.86,3905.60,110,234.34
706,Lenovo,Yoga Slim 7,AMD Ryzen 9 8900HX,NVIDIA RTX 4070,16,SSD,4096,FALSE,2.82,17.3,6.05,3207.60,110,160.38
707,Lenovo,ThinkPad X1 Carbon,Intel i7-14700H,NVIDIA RTX 4070,128,SSD,1024,TRUE,1.36,13.3,3.49,3586.40,110,251.05
708,Lenovo,ThinkBook 14s,AMD Ryzen 7 8800H,AMD Radeon 780M,128,SSD,2048,FALSE,1.33,13.3,4.31,3018.80,110,150.94
709,Lenovo,ThinkBook 14s,Intel Core Ultra 7 15500H,Intel Arc A750M,32,SSD,4096,TRUE,2.46,15.6,3.7,2055.60,110,102.78
710,Lenovo,ThinkPad X1 Carbon,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,128,SSD,1024,TRUE,1.34,13.3,4.45,3286.41,110,164.32
711,Lenovo,ThinkBook 14s,Intel i9-14900HK,NVIDIA RTX 4070,128,SSD,1024,FALSE,1.01,14,3.42,3846.40,110,230.78
712,Lenovo,Yoga Slim 7,Intel Core Ultra 7 15500H,NVIDIA RTX 4070,16,SSD,4096,FALSE,1.29,13.3,2.2,2657.60,110,186.03
713,Lenovo,Legion 5,Intel i7-14800H,NVIDIA RTX 4070,8,SSD,256,TRUE,2.71,18.4,4.17,2579.60,110,128.98
714,Lenovo,Legion 5,AMD Ryzen 5 8600H,NVIDIA RTX 3050,64,SSD,2048,TRUE,1.2,14,2.03,2256.80,110,157.98
715,Lenovo,Legion 5,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,8,SSD,2048,FALSE,1.89,15.6,6.45,2338.80,110,116.94
716,Lenovo,ThinkBook 14s,Intel i9-14900HK,NVIDIA RTX 4080,64,SSD,4096,TRUE,2.49,15.6,6.83,4111.60,110,205.58
717,Lenovo,IdeaPad 5,AMD Ryzen 5 8600H,NVIDIA RTX 3050,64,SSD,1024,TRUE,1.21,13.3,6.28,2154.40,110,129.26
718,Lenovo,ThinkBook 14s,Intel i5-14500H,NVIDIA RTX 3050,8,SSD,256,TRUE,2.64,18.4,5.78,1579.60,110,94.78
719,Lenovo,ThinkPad X1 Carbon,AMD Ryzen 9 8900HX,AMD Radeon 780M,32,SSD,512,FALSE,1.46,14,5.74,2397.20,110,167.8
720,Lenovo,ThinkBook 14s,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,128,SSD,1024,TRUE,1.34,13.3,5.63,4286.40,110,257.18
721,Lenovo,Yoga Slim 7,Intel i7-14700H,NVIDIA RTX 4070,8,SSD,1024,TRUE,1.21,14,3.26,2706.40,110,135.32
722,Lenovo,ThinkBook 14s,Intel i5-14500H,Intel Iris Xe,16,SSD,256,TRUE,1.37,13.3,2.52,1613.60,110,96.82
723,Lenovo,ThinkBook 14s,Intel i5-14500H,NVIDIA RTX 4050,16,SSD,1024,FALSE,2.46,15.6,2.66,1850.40,110,129.53
724,Lenovo,Legion 5,Intel i9-14900HK,NVIDIA RTX 4070,32,SSD,1024,FALSE,1.39,13.3,2.68,2998.40,110,209.89
725,Lenovo,IdeaPad 5,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,32,SSD,512,FALSE,1.48,14,6.07,2347.19,110,117.36
726,Lenovo,ThinkBook 14s,AMD Ryzen 5 8600H,NVIDIA RTX 4050,128,SSD,1024,TRUE,2.56,17.3,4.85,2866.40,110,200.65
727,Lenovo,IdeaPad 5,Intel i7-14700H,NVIDIA RTX 4060,32,SSD,4096,FALSE,2.95,18.4,4.06,2735.60,110,191.49
728,Lenovo,ThinkPad X1 Carbon,AMD Ryzen 9 8900HX,NVIDIA RTX 4080,128,SSD,1024,TRUE,1.28,14,4.94,4366.40,110,261.98
729,Lenovo,IdeaPad 5,AMD Ryzen 9 8900HX,AMD Radeon 780M,128,SSD,1024,TRUE,3.37,17.3,5.79,3366.40,110,235.65
730,Lenovo,ThinkPad X1 Carbon,Intel i5-14600H,Intel Iris Xe,16,SSD,2048,TRUE,2.83,18.4,6.16,1822.80,110,91.14
731,Lenovo,Yoga Slim 7,Intel i9-14900HK,NVIDIA RTX 4080,64,SSD,1024,TRUE,1.46,13.3,3.49,3774.40,110,226.46
732,Lenovo,Legion 5,Intel Core Ultra 9 15700H,NVIDIA RTX 4070,128,SSD,2048,TRUE,1.3,14,4.78,3388.80,110,203.33
733,Lenovo,IdeaPad 5,Intel i9-14900HK,NVIDIA RTX 4070,32,SSD,256,TRUE,1.4,13.3,4.74,3041.60,110,212.91
734,Lenovo,ThinkBook 14s,Intel i5-14500H,NVIDIA RTX 4050,128,SSD,1024,TRUE,1.09,13.3,4.56,2916.40,110,174.98
735,Lenovo,ThinkBook 14s,Intel i5-14500H,NVIDIA RTX 3050,8,SSD,2048,TRUE,1.3,13.3,4.42,1728.80,110,86.44
736,Lenovo,Yoga Slim 7,Intel i5-14600H,NVIDIA RTX 4050,64,SSD,512,FALSE,2.33,15.6,3.92,2183.20,110,109.16
